latitud,longitud,nn,tipo,empresa,partido,localidad,subestacion,alimentador,afectados,normalizacion estimada,fecha_descarga,hora_descarga
-34.6464,-58.4106,21,baja,Edesur,Capital,Parque Patricios,,,16,,2026-01-03,15:25:54
-34.5959,-58.4288,21,baja,Edesur,Capital,Villa Crespo,,,38,,2026-01-03,15:25:54
-34.5956,-58.5147,21,baja,Edesur,Capital,Villa Devoto,,,1,,2026-01-03,15:25:54
-34.7893,-58.2124,21,baja,Edesur,Berazategui,Ranelagh,,,13,,2026-01-03,15:25:54
-34.6,-58.4383,21,baja,Edesur,Capital,Villa Crespo,,,9,,2026-01-03,15:25:54
-34.6026,-58.4197,21,baja,Edesur,Capital,Almagro,,,44,,2026-01-03,15:25:54
-34.7387,-58.4453,21,baja,Edesur,Lomas De Zamora,Ingeniero Budge,,,48,,2026-01-03,15:25:54
-34.7114,-58.2952,21,baja,Edesur,Quilmes,Bernal,,,24,,2026-01-03,15:25:54
-34.6066,-58.3984,21,baja,Edesur,Capital,Balvanera,,,16,,2026-01-03,15:25:54
-34.6005,-58.427,21,baja,Edesur,Capital,Almagro,,,15,,2026-01-03,15:25:54
-34.7768,-58.3741,21,baja,Edesur,Lomas De Zamora,Temperley,,,14,,2026-01-03,15:25:54
-34.6974,-58.3798,21,baja,Edesur,Lanus,Gerli,,,20,,2026-01-03,15:25:54
-34.7057,-58.3906,21,baja,Edesur,Lanus,Lanus,,,5,,2026-01-03,15:25:54
-34.6285,-58.5257,21,baja,Edesur,Capital,Versalles,,,25,,2026-01-03,15:25:54
-34.6531,-58.5138,21,baja,Edesur,Capital,Mataderos,,,110,,2026-01-03,15:25:54
-34.609515798,-58.383512367,11,media,Edesur,Capital Rp,Monserrat,Carlos Pellegrini,R:210-2-20/210-2-20,390,2026-01-03 19:08,2026-01-03,17:23:15
-34.865447161,-58.213006020,11,media,Edesur,Florencio Varela,Ing. Allan,Gutierrez Ii,R:174-2-25/174-2-25,29,2026-01-03 15:44,2026-01-03,17:23:15
-34.863234727,-58.210313087,11,media,Edesur,Florencio Varela,Ing. Allan,Gutierrez Ii,R:174-2-25/174-2-25,7,2026-01-03 15:44,2026-01-03,17:23:15
-34.863363306,-58.208069297,11,media,Edesur,Florencio Varela,Ing. Allan,Gutierrez Ii,R:174-2-25/174-2-25,16,2026-01-03 15:44,2026-01-03,17:23:15
-34.867252065,-58.210388992,11,media,Edesur,Florencio Varela,Ing. Allan,Gutierrez Ii,R:174-2-25/174-2-25,30,2026-01-03 15:44,2026-01-03,17:23:15
-34.865922819,-58.207334996,11,media,Edesur,Florencio Varela,Ing. Allan,Gutierrez Ii,R:174-2-25/174-2-25,27,2026-01-03 15:44,2026-01-03,17:23:15
-34.867314436,-58.208173900,11,media,Edesur,Florencio Varela,Ing. Allan,Gutierrez Ii,R:174-2-25/174-2-25,79,2026-01-03 15:44,2026-01-03,17:23:15
-34.865278850,-58.205799616,11,media,Edesur,Florencio Varela,Ing. Allan,Gutierrez Ii,R:174-2-25/174-2-25,75,2026-01-03 15:44,2026-01-03,17:23:15
-34.866118382,-58.209014035,11,media,Edesur,Florencio Varela,Ing. Allan,Gutierrez Ii,R:174-2-25/174-2-25,24,2026-01-03 15:44,2026-01-03,17:23:15
-34.861077744,-58.208742124,11,media,Edesur,Florencio Varela,Ing. Allan,Gutierrez Ii,R:174-2-25/174-2-25,5,2026-01-03 15:44,2026-01-03,17:23:15
-34.862420284,-58.205857846,11,media,Edesur,Florencio Varela,Ing. Allan,Gutierrez Ii,R:174-2-25/174-2-25,307,2026-01-03 15:44,2026-01-03,17:23:15
-34.866647133,-58.211945162,11,media,Edesur,Florencio Varela,Ing. Allan,Gutierrez Ii,R:174-2-25/174-2-25,3,2026-01-03 15:44,2026-01-03,17:23:15
-34.601238678,-58.365099895,11,media,Edesur,Capital Rp,Puerto Madero,Charcas,R:025-4-47/025-4-47,9,2026-01-03 15:02,2026-01-03,17:23:15
-34.601266782,-58.365097542,11,media,Edesur,Capital Rp,Puerto Madero,Charcas,R:025-4-47/025-4-47,3,2026-01-03 15:02,2026-01-03,17:23:15
-34.602005039,-58.365035724,11,media,Edesur,Capital Rp,Puerto Madero,Charcas,R:025-4-47/025-4-47,15,2026-01-03 15:02,2026-01-03,17:23:15
-34.601504727,-58.364618205,11,media,Edesur,Capital Rp,Puerto Madero,Charcas,R:025-4-47/025-4-47,15,2026-01-03 15:02,2026-01-03,17:23:15
-34.601543892,-58.364610400,11,media,Edesur,Capital Rp,Puerto Madero,Charcas,R:025-4-47/025-4-47,6,2026-01-03 15:02,2026-01-03,17:23:15
-34.601934659,-58.364581303,11,media,Edesur,Capital Rp,Puerto Madero,Charcas,R:025-4-47/025-4-47,1,2026-01-03 15:02,2026-01-03,17:23:15
-34.601962759,-58.364578891,11,media,Edesur,Capital Rp,Puerto Madero,Charcas,R:025-4-47/025-4-47,8,2026-01-03 15:02,2026-01-03,17:23:15
-34.600537869,-58.364698279,11,media,Edesur,Capital Rp,Puerto Madero,Charcas,R:025-4-47/025-4-47,12,2026-01-03 15:02,2026-01-03,17:23:15
-34.603305718,-58.364506836,11,media,Edesur,Capital Rp,Puerto Madero,Charcas,R:025-4-47/025-4-47,16,2026-01-03 15:02,2026-01-03,17:23:15
-34.602362432,-58.364638196,11,media,Edesur,Capital Rp,Puerto Madero,Charcas,R:025-4-47/025-4-47,79,2026-01-03 15:02,2026-01-03,17:23:15
-34.603732113,-58.364651791,11,media,Edesur,Capital Rp,Puerto Madero,Charcas,R:025-4-47/025-4-47,3,2026-01-03 15:02,2026-01-03,17:23:15
-34.603724696,-58.364684652,11,media,Edesur,Capital Rp,Puerto Madero,Charcas,R:025-4-47/025-4-47,133,2026-01-03 15:02,2026-01-03,17:23:15
-34.603718004,-58.364586900,11,media,Edesur,Capital Rp,Puerto Madero,Charcas,R:025-4-47/025-4-47,54,2026-01-03 15:02,2026-01-03,17:23:15
-34.599905711,-58.364326356,11,media,Edesur,Capital Rp,Puerto Madero,Charcas,R:025-4-47/025-4-47,99,2026-01-03 15:02,2026-01-03,17:23:15
-34.600775840,-58.364668885,11,media,Edesur,Capital Rp,Puerto Madero,Charcas,R:025-4-47/025-4-47,10,2026-01-03 15:02,2026-01-03,17:23:15
-34.600790853,-58.364666213,11,media,Edesur,Capital Rp,Puerto Madero,Charcas,R:025-4-47/025-4-47,4,2026-01-03 15:02,2026-01-03,17:23:15
-34.604545225,-58.363154029,11,media,Edesur,Capital Rp,Puerto Madero,Charcas,R:025-4-47/025-4-47,438,2026-01-03 15:02,2026-01-03,17:23:15
-34.598534221,-58.364628145,11,media,Edesur,Capital Rp,Puerto Madero,Charcas,R:025-4-47/025-4-47,7,2026-01-03 15:02,2026-01-03,17:23:15
-34.598532329,-58.364594155,11,media,Edesur,Capital Rp,Puerto Madero,Charcas,R:025-4-47/025-4-47,37,2026-01-03 15:02,2026-01-03,17:23:15
-34.597920251,-58.364472061,11,media,Edesur,Capital Rp,Retiro,Charcas,R:025-4-47/025-4-47,3,2026-01-03 15:02,2026-01-03,17:23:15
-34.597935027,-58.364676288,11,media,Edesur,Capital Rp,Retiro,Charcas,R:025-4-47/025-4-47,6,2026-01-03 15:02,2026-01-03,17:23:15
-34.597940134,-58.364705706,11,media,Edesur,Capital Rp,Retiro,Charcas,R:025-4-47/025-4-47,1,2026-01-03 15:02,2026-01-03,17:23:15
-35.065685926,-58.276964056,11,media,Edesur,San Vicente,Domselaar,S/D,R:956-1-07/956-1-07,1,2026-01-03 15:28,2026-01-03,17:23:15
-35.065487282,-58.282028535,11,media,Edesur,San Vicente,Domselaar,S/D,R:956-1-07/956-1-07,1,2026-01-03 15:28,2026-01-03,17:23:15
-35.067848338,-58.274567594,11,media,Edesur,San Vicente,Domselaar,S/D,R:956-1-07/956-1-07,141,2026-01-03 15:28,2026-01-03,17:23:15
-35.068819690,-58.272789411,11,media,Edesur,San Vicente,Domselaar,S/D,R:956-1-07/956-1-07,118,2026-01-03 15:28,2026-01-03,17:23:15
-35.059397171,-58.269068809,11,media,Edesur,San Vicente,Domselaar,S/D,R:956-1-07/956-1-07,110,2026-01-03 15:28,2026-01-03,17:23:15
-35.060849829,-58.275424849,11,media,Edesur,San Vicente,Domselaar,S/D,R:956-1-07/956-1-07,90,2026-01-03 15:28,2026-01-03,17:23:15
-35.060899851,-58.272813309,11,media,Edesur,San Vicente,Domselaar,S/D,R:956-1-07/956-1-07,63,2026-01-03 15:28,2026-01-03,17:23:15
-35.060343281,-58.265362935,11,media,Edesur,San Vicente,Domselaar,S/D,R:956-1-07/956-1-07,9,2026-01-03 15:28,2026-01-03,17:23:15
-35.062226420,-58.262767653,11,media,Edesur,San Vicente,Domselaar,S/D,R:956-1-07/956-1-07,20,2026-01-03 15:28,2026-01-03,17:23:15
-35.065058427,-58.275522737,11,media,Edesur,San Vicente,Domselaar,S/D,R:956-1-07/956-1-07,74,2026-01-03 15:28,2026-01-03,17:23:15
-35.062124273,-58.280351120,11,media,Edesur,San Vicente,Domselaar,S/D,R:956-1-07/956-1-07,289,2026-01-03 15:28,2026-01-03,17:23:15
-35.066013551,-58.276548844,11,media,Edesur,San Vicente,Domselaar,S/D,R:956-1-07/956-1-07,1,2026-01-03 15:28,2026-01-03,17:23:15
-35.056795130,-58.274366506,11,media,Edesur,San Vicente,Domselaar,S/D,R:956-1-07/956-1-07,112,2026-01-03 15:28,2026-01-03,17:23:15
-35.053856902,-58.271174401,11,media,Edesur,San Vicente,Domselaar,S/D,R:956-1-07/956-1-07,26,2026-01-03 15:28,2026-01-03,17:23:15
-35.058896123,-58.287023232,11,media,Edesur,San Vicente,Domselaar,S/D,R:956-1-07/956-1-07,1,2026-01-03 15:28,2026-01-03,17:23:15
-35.068013848,-58.278642855,11,media,Edesur,San Vicente,Domselaar,S/D,R:956-1-07/956-1-07,44,2026-01-03 15:28,2026-01-03,17:23:15
-34.752404514,-58.771715046,12,media,Edenor,Merlo,Mariano Acosta,S/D,R:Marcos Paz/363-Tr1/363-5516,2,Sin Datos,2026-01-03,17:23:15
-34.749272513,-58.774573818,12,media,Edenor,Merlo,Mariano Acosta,S/D,R:Marcos Paz/363-Tr1/363-5516,2,2026-01-03 15:00,2026-01-03,17:23:15
-34.468334211,-58.631886250,12,media,Edenor,Tigre,General Pacheco,S/D,R:Talar/58-Tr2/58-5522,503,Sin Datos,2026-01-03,17:23:15
-34.568472551,-58.921171938,12,media,Edenor,Gral Rodriguez,Gral Rodriguez,S/D,R:Malvinas/169-Tr2/169-5542,4,Sin Datos,2026-01-03,17:23:15
-34.571943315,-58.918418317,12,media,Edenor,Gral Rodriguez,Gral Rodriguez,S/D,R:Malvinas/169-Tr2/169-5542,1,Sin Datos,2026-01-03,17:23:15
-34.562632781,-58.925651414,12,media,Edenor,Gral Rodriguez,Gral Rodriguez,S/D,R:Malvinas/169-Tr2/169-5542,2,2026-01-03 16:00,2026-01-03,17:23:15
-34.561950767,-58.923478492,12,media,Edenor,Gral Rodriguez,Gral Rodriguez,S/D,R:Malvinas/169-Tr2/169-5542,9,2026-01-03 16:00,2026-01-03,17:23:15
-34.5069,-58.745,22,baja,Edenor,Jose C Paz,Jose C Paz,,,4,,2026-01-03,17:23:15
-34.6272,-58.7951,22,baja,Edenor,Moreno,Moreno,,,6,,2026-01-03,17:23:15
-34.7201,-58.5634,22,baja,Edenor,La Matanza,Ciudad Evita,,,51,,2026-01-03,17:23:15
-34.4585,-58.6548,22,baja,Edenor,Tigre,General Pacheco,,,20,,2026-01-03,17:23:15
-34.3428,-58.8636,22,baja,Edenor,Escobar,Loma Verde,,,5,,2026-01-03,17:23:15
-34.4744,-58.6882,22,baja,Edenor,Malvinas Argentinas,Pablo Nogues,,,27,,2026-01-03,17:23:15
-34.6089,-58.4631,21,baja,Edesur,Capital,Villa General Mitre,,,15,,2026-01-03,17:23:15
-34.6963,-58.4021,21,baja,Edesur,Lanus,Lanus,,,40,,2026-01-03,17:23:15
-34.7326,-58.4288,21,baja,Edesur,Lomas De Zamora,Villa Centenario,,,55,,2026-01-03,17:23:15
-34.6301,-58.4986,21,baja,Edesur,Capital,Velez Sarfield,,,5,,2026-01-03,17:23:15
-34.6034,-58.4367,21,baja,Edesur,Capital,Villa Crespo,,,11,,2026-01-03,17:23:15
-34.6464,-58.4106,21,baja,Edesur,Capital,Parque Patricios,,,16,,2026-01-03,17:23:15
-34.5959,-58.4288,21,baja,Edesur,Capital,Villa Crespo,,,38,,2026-01-03,17:23:15
-34.5956,-58.5147,21,baja,Edesur,Capital,Villa Devoto,,,1,,2026-01-03,17:23:15
-34.7893,-58.2124,21,baja,Edesur,Berazategui,Ranelagh,,,13,,2026-01-03,17:23:15
-34.6,-58.4383,21,baja,Edesur,Capital,Villa Crespo,,,10,,2026-01-03,17:23:15
-34.7109,-58.2969,21,baja,Edesur,Quilmes,Bernal,,,29,,2026-01-03,17:23:15
-34.6066,-58.3984,21,baja,Edesur,Capital,Balvanera,,,20,,2026-01-03,17:23:15
-34.6005,-58.427,21,baja,Edesur,Capital,Almagro,,,15,,2026-01-03,17:23:15
-34.7764,-58.3752,21,baja,Edesur,Lomas De Zamora,Temperley,,,18,,2026-01-03,17:23:15
-34.6402,-58.423,21,baja,Edesur,Capital,Nueva Pompeya,,,3,,2026-01-03,17:23:15
-34.6285,-58.5257,21,baja,Edesur,Capital,Versalles,,,40,,2026-01-03,17:23:15
-34.6158,-58.5121,21,baja,Edesur,Capital,Villa Devoto,,,36,,2026-01-03,17:23:15
-34.7057,-58.3906,21,baja,Edesur,Lanus,Lanus,,,1,,2026-01-03,17:23:15
-34.609515798,-58.383512367,11,media,Edesur,Capital Rp,Monserrat,Carlos Pellegrini,R:210-2-20/210-2-20,390,2026-01-03 19:08,2026-01-03,19:20:33
-34.601238678,-58.365099895,11,media,Edesur,Capital Rp,Puerto Madero,Charcas,R:025-4-47/025-4-47,9,2026-01-03 21:02,2026-01-03,19:20:33
-34.601266782,-58.365097542,11,media,Edesur,Capital Rp,Puerto Madero,Charcas,R:025-4-47/025-4-47,3,2026-01-03 21:02,2026-01-03,19:20:33
-34.602005039,-58.365035724,11,media,Edesur,Capital Rp,Puerto Madero,Charcas,R:025-4-47/025-4-47,15,2026-01-03 21:02,2026-01-03,19:20:33
-34.601504727,-58.364618205,11,media,Edesur,Capital Rp,Puerto Madero,Charcas,R:025-4-47/025-4-47,15,2026-01-03 21:02,2026-01-03,19:20:33
-34.601543892,-58.364610400,11,media,Edesur,Capital Rp,Puerto Madero,Charcas,R:025-4-47/025-4-47,6,2026-01-03 21:02,2026-01-03,19:20:33
-34.601934659,-58.364581303,11,media,Edesur,Capital Rp,Puerto Madero,Charcas,R:025-4-47/025-4-47,1,2026-01-03 21:02,2026-01-03,19:20:33
-34.601962759,-58.364578891,11,media,Edesur,Capital Rp,Puerto Madero,Charcas,R:025-4-47/025-4-47,8,2026-01-03 21:02,2026-01-03,19:20:33
-34.600537869,-58.364698279,11,media,Edesur,Capital Rp,Puerto Madero,Charcas,R:025-4-47/025-4-47,12,2026-01-03 21:02,2026-01-03,19:20:33
-34.603305718,-58.364506836,11,media,Edesur,Capital Rp,Puerto Madero,Charcas,R:025-4-47/025-4-47,16,2026-01-03 21:02,2026-01-03,19:20:33
-34.602362432,-58.364638196,11,media,Edesur,Capital Rp,Puerto Madero,Charcas,R:025-4-47/025-4-47,79,2026-01-03 21:02,2026-01-03,19:20:33
-34.603732113,-58.364651791,11,media,Edesur,Capital Rp,Puerto Madero,Charcas,R:025-4-47/025-4-47,3,2026-01-03 21:02,2026-01-03,19:20:33
-34.603724696,-58.364684652,11,media,Edesur,Capital Rp,Puerto Madero,Charcas,R:025-4-47/025-4-47,133,2026-01-03 21:02,2026-01-03,19:20:33
-34.603718004,-58.364586900,11,media,Edesur,Capital Rp,Puerto Madero,Charcas,R:025-4-47/025-4-47,54,2026-01-03 21:02,2026-01-03,19:20:33
-34.599905711,-58.364326356,11,media,Edesur,Capital Rp,Puerto Madero,Charcas,R:025-4-47/025-4-47,99,2026-01-03 21:02,2026-01-03,19:20:33
-34.600775840,-58.364668885,11,media,Edesur,Capital Rp,Puerto Madero,Charcas,R:025-4-47/025-4-47,10,2026-01-03 21:02,2026-01-03,19:20:33
-34.600790853,-58.364666213,11,media,Edesur,Capital Rp,Puerto Madero,Charcas,R:025-4-47/025-4-47,4,2026-01-03 21:02,2026-01-03,19:20:33
-34.604545225,-58.363154029,11,media,Edesur,Capital Rp,Puerto Madero,Charcas,R:025-4-47/025-4-47,438,2026-01-03 21:02,2026-01-03,19:20:33
-34.598534221,-58.364628145,11,media,Edesur,Capital Rp,Puerto Madero,Charcas,R:025-4-47/025-4-47,7,2026-01-03 21:02,2026-01-03,19:20:33
-34.598532329,-58.364594155,11,media,Edesur,Capital Rp,Puerto Madero,Charcas,R:025-4-47/025-4-47,37,2026-01-03 21:02,2026-01-03,19:20:33
-34.597920251,-58.364472061,11,media,Edesur,Capital Rp,Retiro,Charcas,R:025-4-47/025-4-47,3,2026-01-03 21:02,2026-01-03,19:20:33
-34.597935027,-58.364676288,11,media,Edesur,Capital Rp,Retiro,Charcas,R:025-4-47/025-4-47,6,2026-01-03 21:02,2026-01-03,19:20:33
-34.597940134,-58.364705706,11,media,Edesur,Capital Rp,Retiro,Charcas,R:025-4-47/025-4-47,1,2026-01-03 21:02,2026-01-03,19:20:33
-35.065685926,-58.276964056,11,media,Edesur,San Vicente,Domselaar,S/D,R:956-1-07/956-1-07,1,Sin Datos,2026-01-03,19:20:33
-35.065487282,-58.282028535,11,media,Edesur,San Vicente,Domselaar,S/D,R:956-1-07/956-1-07,1,Sin Datos,2026-01-03,19:20:33
-35.067848338,-58.274567594,11,media,Edesur,San Vicente,Domselaar,S/D,R:956-1-07/956-1-07,141,Sin Datos,2026-01-03,19:20:33
-35.068819690,-58.272789411,11,media,Edesur,San Vicente,Domselaar,S/D,R:956-1-07/956-1-07,118,Sin Datos,2026-01-03,19:20:33
-35.059397171,-58.269068809,11,media,Edesur,San Vicente,Domselaar,S/D,R:956-1-07/956-1-07,110,Sin Datos,2026-01-03,19:20:33
-35.060849829,-58.275424849,11,media,Edesur,San Vicente,Domselaar,S/D,R:956-1-07/956-1-07,90,Sin Datos,2026-01-03,19:20:33
-35.060899851,-58.272813309,11,media,Edesur,San Vicente,Domselaar,S/D,R:956-1-07/956-1-07,63,Sin Datos,2026-01-03,19:20:33
-35.060343281,-58.265362935,11,media,Edesur,San Vicente,Domselaar,S/D,R:956-1-07/956-1-07,9,Sin Datos,2026-01-03,19:20:33
-35.062226420,-58.262767653,11,media,Edesur,San Vicente,Domselaar,S/D,R:956-1-07/956-1-07,20,Sin Datos,2026-01-03,19:20:33
-35.065058427,-58.275522737,11,media,Edesur,San Vicente,Domselaar,S/D,R:956-1-07/956-1-07,74,Sin Datos,2026-01-03,19:20:33
-35.062124273,-58.280351120,11,media,Edesur,San Vicente,Domselaar,S/D,R:956-1-07/956-1-07,289,Sin Datos,2026-01-03,19:20:33
-35.066013551,-58.276548844,11,media,Edesur,San Vicente,Domselaar,S/D,R:956-1-07/956-1-07,1,Sin Datos,2026-01-03,19:20:33
-35.056795130,-58.274366506,11,media,Edesur,San Vicente,Domselaar,S/D,R:956-1-07/956-1-07,112,Sin Datos,2026-01-03,19:20:33
-35.053856902,-58.271174401,11,media,Edesur,San Vicente,Domselaar,S/D,R:956-1-07/956-1-07,26,Sin Datos,2026-01-03,19:20:33
-35.058896123,-58.287023232,11,media,Edesur,San Vicente,Domselaar,S/D,R:956-1-07/956-1-07,1,Sin Datos,2026-01-03,19:20:33
-35.068013848,-58.278642855,11,media,Edesur,San Vicente,Domselaar,S/D,R:956-1-07/956-1-07,44,Sin Datos,2026-01-03,19:20:33
-34.855895620,-58.242730521,11,media,Edesur,Florencio Varela,Florencio Varela,Bosques,R:185-2-26/185-2-26,1,2026-01-03 18:51,2026-01-03,19:20:33
-34.854181113,-58.244024742,11,media,Edesur,Florencio Varela,Florencio Varela,Bosques,R:185-2-26/185-2-26,1,2026-01-03 18:51,2026-01-03,19:20:33
-34.851189808,-58.246282614,11,media,Edesur,Florencio Varela,Florencio Varela,Bosques,R:185-2-26/185-2-26,7,2026-01-03 18:51,2026-01-03,19:20:33
-34.846768905,-58.249461154,11,media,Edesur,Florencio Varela,Florencio Varela,Bosques,R:185-2-26/185-2-26,4,2026-01-03 18:51,2026-01-03,19:20:33
-34.844890040,-58.250834347,11,media,Edesur,Florencio Varela,Florencio Varela,Bosques,R:185-2-26/185-2-26,3,2026-01-03 18:51,2026-01-03,19:20:33
-34.842484487,-58.252631727,11,media,Edesur,Florencio Varela,Florencio Varela,Bosques,R:185-2-26/185-2-26,3,2026-01-03 18:51,2026-01-03,19:20:33
-34.853232368,-58.238122400,11,media,Edesur,Florencio Varela,Florencio Varela,Bosques,R:185-2-26/185-2-26,1,2026-01-03 18:51,2026-01-03,19:20:33
-34.850645364,-58.240043400,11,media,Edesur,Florencio Varela,Florencio Varela,Bosques,R:185-2-26/185-2-26,8,2026-01-03 18:51,2026-01-03,19:20:33
-34.848299597,-58.241795564,11,media,Edesur,Florencio Varela,Florencio Varela,Bosques,R:185-2-26/185-2-26,1,2026-01-03 18:51,2026-01-03,19:20:33
-34.847013274,-58.242662720,11,media,Edesur,Florencio Varela,Florencio Varela,Bosques,R:185-2-26/185-2-26,4,2026-01-03 18:51,2026-01-03,19:20:33
-34.845464335,-58.243817675,11,media,Edesur,Florencio Varela,Florencio Varela,Bosques,R:185-2-26/185-2-26,3,2026-01-03 18:51,2026-01-03,19:20:33
-34.839559422,-58.248212225,11,media,Edesur,Florencio Varela,Florencio Varela,Bosques,R:185-2-26/185-2-26,1,2026-01-03 18:51,2026-01-03,19:20:33
-34.836723307,-58.247556327,11,media,Edesur,Florencio Varela,Florencio Varela,Bosques,R:185-2-26/185-2-26,9,2026-01-03 18:51,2026-01-03,19:20:33
-34.846369681,-58.252200928,11,media,Edesur,Florencio Varela,Florencio Varela,Bosques,R:185-2-26/185-2-26,6,2026-01-03 18:51,2026-01-03,19:20:33
-34.848865863,-58.243288088,11,media,Edesur,Florencio Varela,Florencio Varela,Bosques,R:185-2-26/185-2-26,2,2026-01-03 18:51,2026-01-03,19:20:33
-34.851888083,-58.249072089,11,media,Edesur,Florencio Varela,Florencio Varela,Bosques,R:185-2-26/185-2-26,3,2026-01-03 18:51,2026-01-03,19:20:33
-34.849993782,-58.245465291,11,media,Edesur,Florencio Varela,Florencio Varela,Bosques,R:185-2-26/185-2-26,4,2026-01-03 18:51,2026-01-03,19:20:33
-34.858366994,-58.236655076,11,media,Edesur,Florencio Varela,Florencio Varela,Bosques,R:185-2-26/185-2-26,2,2026-01-03 18:51,2026-01-03,19:20:33
-34.861974732,-58.243406327,11,media,Edesur,Florencio Varela,Florencio Varela,Bosques,R:185-2-26/185-2-26,2,2026-01-03 18:51,2026-01-03,19:20:33
-34.859138651,-58.240253436,11,media,Edesur,Florencio Varela,Florencio Varela,Bosques,R:185-2-26/185-2-26,6,2026-01-03 18:51,2026-01-03,19:20:33
-34.860263342,-58.238725794,11,media,Edesur,Florencio Varela,Florencio Varela,Bosques,R:185-2-26/185-2-26,1,2026-01-03 18:51,2026-01-03,19:20:33
-34.854773688,-58.230148760,11,media,Edesur,Florencio Varela,Florencio Varela,Bosques,R:185-2-26/185-2-26,7,2026-01-03 18:51,2026-01-03,19:20:33
-34.844075937,-58.244852877,11,media,Edesur,Florencio Varela,Florencio Varela,Bosques,R:185-2-26/185-2-26,1,2026-01-03 18:51,2026-01-03,19:20:33
-34.853834941,-58.228613352,11,media,Edesur,Florencio Varela,Florencio Varela,Bosques,R:185-2-26/185-2-26,3,2026-01-03 18:51,2026-01-03,19:20:33
-34.834458381,-58.253291895,11,media,Edesur,Florencio Varela,Florencio Varela,Bosques,R:185-2-26/185-2-26,57,2026-01-03 18:51,2026-01-03,19:20:33
-34.857562071,-58.241456673,11,media,Edesur,Florencio Varela,Florencio Varela,Bosques,R:185-2-26/185-2-26,4,2026-01-03 18:51,2026-01-03,19:20:33
-34.838057782,-58.250136944,11,media,Edesur,Florencio Varela,Florencio Varela,Bosques,R:185-2-26/185-2-26,6,2026-01-03 18:51,2026-01-03,19:20:33
-34.855241636,-58.239660607,11,media,Edesur,Florencio Varela,Florencio Varela,Bosques,R:185-2-26/185-2-26,12,2026-01-03 18:51,2026-01-03,19:20:33
-34.840402568,-58.255705519,11,media,Edesur,Florencio Varela,Florencio Varela,Bosques,R:185-2-26/185-2-26,1,2026-01-03 18:51,2026-01-03,19:20:33
-34.840606402,-58.254035009,11,media,Edesur,Florencio Varela,Florencio Varela,Bosques,R:185-2-26/185-2-26,4,2026-01-03 18:51,2026-01-03,19:20:33
-34.857340393,-58.234783506,11,media,Edesur,Florencio Varela,Florencio Varela,Bosques,R:185-2-26/185-2-26,1,2026-01-03 18:51,2026-01-03,19:20:33
-34.831674413,-58.212013016,11,media,Edesur,Florencio Varela,Bosques,Gutierrez Ii,R:174-2-25/174-2-25,3,2026-01-03 23:57,2026-01-03,19:20:33
-34.842281369,-58.210570403,11,media,Edesur,Florencio Varela,Bosques,Gutierrez Ii,R:174-2-25/174-2-25,5,2026-01-03 23:57,2026-01-03,19:20:33
-34.841368744,-58.210181240,11,media,Edesur,Florencio Varela,Bosques,Gutierrez Ii,R:174-2-25/174-2-25,1,2026-01-03 23:57,2026-01-03,19:20:33
-34.838123556,-58.206111764,11,media,Edesur,Florencio Varela,Bosques,Gutierrez Ii,R:174-2-25/174-2-25,479,2026-01-03 23:57,2026-01-03,19:20:33
-34.841534364,-58.206139028,11,media,Edesur,Florencio Varela,Bosques,Gutierrez Ii,R:174-2-25/174-2-25,130,2026-01-03 23:57,2026-01-03,19:20:33
-34.840963228,-58.208249569,11,media,Edesur,Florencio Varela,Bosques,Gutierrez Ii,R:174-2-25/174-2-25,112,2026-01-03 23:57,2026-01-03,19:20:33
-34.842464034,-58.208529332,11,media,Edesur,Florencio Varela,Bosques,Gutierrez Ii,R:174-2-25/174-2-25,150,2026-01-03 23:57,2026-01-03,19:20:33
-34.842115286,-58.209430426,11,media,Edesur,Florencio Varela,Bosques,Gutierrez Ii,R:174-2-25/174-2-25,133,2026-01-03 23:57,2026-01-03,19:20:33
-34.845192952,-58.211022870,11,media,Edesur,Florencio Varela,Bosques,Gutierrez Ii,R:174-2-25/174-2-25,1,2026-01-03 23:57,2026-01-03,19:20:33
-34.900768777,-58.385979902,11,media,Edesur,Almirante Brown,Glew,Glew,R:277-2-23/277-2-23,403,2026-01-03 18:58,2026-01-03,19:20:33
-34.901188526,-58.387453264,11,media,Edesur,Almirante Brown,Glew,Glew,R:277-2-23/277-2-23,244,2026-01-03 18:58,2026-01-03,19:20:33
-34.568472551,-58.921171938,12,media,Edenor,Gral Rodriguez,Gral Rodriguez,S/D,R:Malvinas/169-Tr2/169-5542,4,Sin Datos,2026-01-03,19:20:33
-34.571943315,-58.918418317,12,media,Edenor,Gral Rodriguez,Gral Rodriguez,S/D,R:Malvinas/169-Tr2/169-5542,1,Sin Datos,2026-01-03,19:20:33
-34.562632781,-58.925651414,12,media,Edenor,Gral Rodriguez,Gral Rodriguez,S/D,R:Malvinas/169-Tr2/169-5542,2,Sin Datos,2026-01-03,19:20:33
-34.561950767,-58.923478492,12,media,Edenor,Gral Rodriguez,Gral Rodriguez,S/D,R:Malvinas/169-Tr2/169-5542,9,Sin Datos,2026-01-03,19:20:33
-34.458511526,-58.654791944,12,media,Edenor,Tigre,General Pacheco,S/D,R:Talar/58-Tr3/58-5538,189,2026-01-03 17:00,2026-01-03,19:20:33
-34.5069,-58.745,22,baja,Edenor,Jose C Paz,Jose C Paz,,,5,,2026-01-03,19:20:33
