latitud,longitud,nn,tipo,empresa,partido,localidad,subestacion,alimentador,afectados,normalizacion estimada,fecha_descarga,hora_descarga
-34.646625221,-58.663830683,12,media,Edenor,Ituzaingo,Ituzaingo,S/D,R:Castelar/61-Tr2/61-5538,128,Sin Datos,2026-01-01,07:28:49
-34.646162859,-58.657484142,12,media,Edenor,Moron,Castelar,S/D,R:Castelar/61-Tr2/61-5538,73,Sin Datos,2026-01-01,07:28:49
-34.647609668,-58.666064025,12,media,Edenor,Ituzaingo,Ituzaingo,S/D,R:Castelar/61-Tr2/61-5538,309,Sin Datos,2026-01-01,07:28:49
-34.647290167,-58.660102470,12,media,Edenor,Ituzaingo,Ituzaingo,S/D,R:Castelar/61-Tr2/61-5538,367,Sin Datos,2026-01-01,07:28:49
-34.647977906,-58.656108576,12,media,Edenor,Moron,Castelar,S/D,R:Castelar/61-Tr2/61-5538,222,Sin Datos,2026-01-01,07:28:49
-34.3153,-58.7635,22,baja,Edenor,Escobar,Escobar,,,11,,2026-01-01,07:28:49
-34.5028,-58.7251,22,baja,Edenor,Malvinas Argentinas,Grand Bourg,,,25,,2026-01-01,07:28:49
-34.474,-58.4957,22,baja,Edenor,San Isidro,Acassuso,,,27,,2026-01-01,07:28:49
-34.6517,-58.6864,22,baja,Edenor,Ituzaingo,Ituzaingo,,,15,,2026-01-01,07:28:49
-34.5849,-58.499,22,baja,Edenor,Capital Federal,Villa Pueyrred?N,,,8,,2026-01-01,07:28:49
-34.447,-58.6845,22,baja,Edenor,Tigre,Ricardo Rojas,,,23,,2026-01-01,07:28:49
-34.6988,-58.4804,22,baja,Edenor,La Matanza,Villa Madero,,,13,,2026-01-01,07:28:49
-34.7014,-58.4999,22,baja,Edenor,La Matanza,Villa Madero,,,23,,2026-01-01,07:28:49
-34.7149,-58.5564,22,baja,Edenor,La Matanza,Ciudad Evita,,,4,,2026-01-01,07:28:49
-34.6692,-58.5785,22,baja,Edenor,La Matanza,Villa Luzuriaga,,,24,,2026-01-01,07:28:49
-34.7044,-58.7013,22,baja,Edenor,Merlo,Libertad,,,23,,2026-01-01,07:28:49
-34.6216,-58.817,22,baja,Edenor,Moreno,La Reja,,,16,,2026-01-01,07:28:49
-34.5677,-58.4412,22,baja,Edenor,Capital Federal,Palermo,,,5,,2026-01-01,07:28:49
-34.4889,-58.8438,22,baja,Edenor,Pilar,Pte Derqui,,,18,,2026-01-01,07:28:49
-34.3478,-58.7817,22,baja,Edenor,Escobar,Escobar,,,18,,2026-01-01,07:28:49
-34.6367,-58.7086,22,baja,Edenor,Ituzaingo,Ituzaingo,,,14,,2026-01-01,07:28:49
-34.5692,-58.4573,22,baja,Edenor,Capital Federal,Belgrano,,,28,,2026-01-01,07:28:49
-34.6975,-58.5116,22,baja,Edenor,La Matanza,Tapiales,,,7,,2026-01-01,07:28:49
-34.6036,-58.6491,22,baja,Edenor,Hurlingham,Hurlingham,,,37,,2026-01-01,07:28:49
-34.5467,-58.4732,22,baja,Edenor,Capital Federal,Saavedra,,,4,,2026-01-01,07:28:49
-34.4574,-58.8847,22,baja,Edenor,Pilar,Pilar,,,15,,2026-01-01,07:28:49
-34.5373,-58.7446,22,baja,Edenor,Jose C Paz,Jose C Paz,,,25,,2026-01-01,07:28:49
-34.6472,-58.5339,22,baja,Edenor,3 De Febrero,Ciudadela,,,4,,2026-01-01,07:28:49
-34.6715,-58.716,22,baja,Edenor,Merlo,Merlo,,,20,,2026-01-01,07:28:49
-34.7018,-58.7091,22,baja,Edenor,Merlo,Libertad,,,5,,2026-01-01,07:28:49
-34.6902,-58.634,22,baja,Edenor,Moron,Moron,,,49,,2026-01-01,07:28:49
-34.6768,-58.7742,22,baja,Edenor,Merlo,Merlo,,,32,,2026-01-01,07:28:49
-34.7025,-58.4861,22,baja,Edenor,La Matanza,Villa Madero,,,6,,2026-01-01,07:28:49
-34.7153,-58.7468,22,baja,Edenor,Merlo,Merlo,,,14,,2026-01-01,07:28:49
-34.504,-58.6939,22,baja,Edenor,Malvinas Argentinas,Los Polvorines,,,33,,2026-01-01,07:28:49
-34.485,-58.8872,22,baja,Edenor,Pilar,Villa Astolfi,,,14,,2026-01-01,07:28:49
-34.7147,-58.5652,22,baja,Edenor,La Matanza,Isidro Casanova,,,25,,2026-01-01,07:28:49
-34.48,-58.8862,22,baja,Edenor,Pilar,Villa Astolfi,,,33,,2026-01-01,07:28:49
-34.6503,-58.6881,22,baja,Edenor,Ituzaingo,Ituzaingo,,,20,,2026-01-01,07:28:49
-34.3705,-58.6759,22,baja,Edenor,Tigre,Dique Lujan,,,39,,2026-01-01,07:28:49
-34.5,-58.7239,22,baja,Edenor,Malvinas Argentinas,Grand Bourg,,,2,,2026-01-01,07:28:49
-34.5929,-58.9065,22,baja,Edenor,Gral Rodriguez,Gral Rodriguez,,,16,,2026-01-01,07:28:49
-34.3209,-58.7639,22,baja,Edenor,Escobar,Escobar,,,4,,2026-01-01,07:28:49
-34.5942,-58.6407,22,baja,Edenor,Hurlingham,Hurlingham,,,23,,2026-01-01,07:28:49
-34.662,-58.5288,22,baja,Edenor,La Matanza,Lomas Del Mirador,,,19,,2026-01-01,07:28:49
-34.6822,-58.8285,22,baja,Edenor,Moreno,La Reja,,,66,,2026-01-01,07:28:49
-34.6321,-58.8836,22,baja,Edenor,Gral Rodriguez,Gral Rodriguez,,,22,,2026-01-01,07:28:49
-34.7229,-58.7388,22,baja,Edenor,Merlo,Pontevedra,,,41,,2026-01-01,07:28:49
-34.6785,-58.6673,22,baja,Edenor,Ituzaingo,Ituzaingo,,,222,,2026-01-01,07:28:49
-34.5664,-58.7578,22,baja,Edenor,San Miguel,San Miguel,,,13,,2026-01-01,07:28:49
-34.6078,-58.7378,22,baja,Edenor,Moreno,Trujui,,,19,,2026-01-01,07:28:49
-34.5924,-58.719,22,baja,Edenor,San Miguel,Bella Vista,,,71,,2026-01-01,07:28:49
-34.724,-58.5624,22,baja,Edenor,La Matanza,Ciudad Evita,,,26,,2026-01-01,07:28:49
-34.5887,-58.7468,22,baja,Edenor,Moreno,Trujui,,,19,,2026-01-01,07:28:49
-34.606,-58.5585,22,baja,Edenor,3 De Febrero,Caseros,,,4,,2026-01-01,07:28:49
-34.5181,-58.4897,22,baja,Edenor,Vicente Lopez,Olivos,,,35,,2026-01-01,07:28:49
-34.7151,-58.7904,22,baja,Edenor,Merlo,Mariano Acosta,,,4,,2026-01-01,07:28:49
-34.7443,-58.5713,22,baja,Edenor,La Matanza,Gregorio De Laferrere,,,6,,2026-01-01,07:28:49
-34.6523,-58.5673,22,baja,Edenor,La Matanza,Ramos Mejia,,,46,,2026-01-01,07:28:49
-34.3509,-58.7766,22,baja,Edenor,Escobar,Escobar,,,3,,2026-01-01,07:28:49
-34.6287,-58.65,22,baja,Edenor,Hurlingham,Villa Tesei,,,8,,2026-01-01,07:28:49
-34.3361,-58.8121,22,baja,Edenor,Escobar,Escobar,,,0,,2026-01-01,07:28:49
-34.6221,-58.8284,22,baja,Edenor,Moreno,La Reja,,,23,,2026-01-01,07:28:49
-34.5215,-58.8165,22,baja,Edenor,Moreno,Cuartel V,,,5,,2026-01-01,07:28:49
-34.5408,-58.7502,22,baja,Edenor,Jose C Paz,Jose C Paz,,,5,,2026-01-01,07:28:49
-34.614,-58.9695,22,baja,Edenor,Gral Rodriguez,Gral Rodriguez,,,6,,2026-01-01,07:28:49
-34.6781,-58.6598,22,baja,Edenor,Moron,Castelar,,,34,,2026-01-01,07:28:49
-34.6502,-58.766,22,baja,Edenor,Moreno,Paso Del Rey,,,54,,2026-01-01,07:28:49
-34.553,-58.4738,22,baja,Edenor,Capital Federal,Saavedra,,,25,,2026-01-01,07:28:49
-34.5764,-58.4348,22,baja,Edenor,Capital Federal,Palermo,,,6,,2026-01-01,07:28:49
-34.7324,-58.2998,21,baja,Edesur,Quilmes,Quilmes,,,18,,2026-01-01,07:28:49
-34.6278,-58.5137,21,baja,Edesur,Capital,Villa Luro,,,24,,2026-01-01,07:28:49
-34.739,-58.4012,21,baja,Edesur,Lomas De Zamora,Banfield,,,18,,2026-01-01,07:28:49
-34.759,-58.3001,21,baja,Edesur,Quilmes,San Francisco Solano (Q),,,102,,2026-01-01,07:28:49
-34.6194,-58.3744,21,baja,Edesur,Capital,San Telmo,,,35,,2026-01-01,07:28:49
-34.7288,-58.2906,21,baja,Edesur,Quilmes,Quilmes,,,12,,2026-01-01,07:28:49
-34.7309,-58.3591,21,baja,Edesur,Lanus,Monte Chingolo,,,37,,2026-01-01,07:28:49
-34.6963,-58.3003,21,baja,Edesur,Avellaneda,Zona De Reserva,,,16,,2026-01-01,07:28:49
-34.6076,-58.403,21,baja,Edesur,Capital,Balvanera,,,25,,2026-01-01,07:28:49
-34.614,-58.3955,21,baja,Edesur,Capital,Balvanera,,,19,,2026-01-01,07:28:49
-34.7695,-58.4268,21,baja,Edesur,Lomas De Zamora,Lomas De Zamora,,,26,,2026-01-01,07:28:49
-34.7475,-58.4573,21,baja,Edesur,Lomas De Zamora,Ingeniero Budge,,,14,,2026-01-01,07:28:49
-34.6199,-58.3704,21,baja,Edesur,Capital,San Telmo,,,26,,2026-01-01,07:28:49
-34.6353,-58.4017,21,baja,Edesur,Capital,Parque Patricios,,,34,,2026-01-01,07:28:49
-34.6844,-58.475,21,baja,Edesur,Capital,Villa Riachuelo,,,21,,2026-01-01,07:28:49
-34.6289,-58.4395,21,baja,Edesur,Capital,Parque Chacabuco,,,17,,2026-01-01,07:28:49
-34.7257,-58.3708,21,baja,Edesur,Lanus,Remedios De Escalada,,,14,,2026-01-01,07:28:49
-34.6271,-58.4582,21,baja,Edesur,Capital,Flores,,,2,,2026-01-01,07:28:49
-34.7423,-58.4475,21,baja,Edesur,Lomas De Zamora,Ingeniero Budge,,,5,,2026-01-01,07:28:49
-34.6717,-58.3586,21,baja,Edesur,Avellaneda,Avellaneda,,,39,,2026-01-01,07:28:49
-34.7182,-58.2817,21,baja,Edesur,Quilmes,Bernal,,,2,,2026-01-01,07:28:49
-34.9229,-58.4607,21,baja,Edesur,Pte Peron,Zona Rural,,,5,,2026-01-01,07:28:49
-34.6898,-58.3913,21,baja,Edesur,Lanus,Lanus,,,18,,2026-01-01,07:28:49
-34.6632,-58.4424,21,baja,Edesur,Capital,Villa Soldati,,,7,,2026-01-01,07:28:49
-34.6121,-58.3894,21,baja,Edesur,Capital,Monserrat,,,10,,2026-01-01,07:28:49
-34.6022,-58.3731,21,baja,Edesur,Capital,San Nicolas,,,5,,2026-01-01,07:28:49
-34.8915,-58.383,21,baja,Edesur,Almirante Brown,Glew,,,14,,2026-01-01,07:28:49
-34.6455,-58.4371,21,baja,Edesur,Capital,Parque Chacabuco,,,32,,2026-01-01,07:28:49
-34.6957,-58.402,21,baja,Edesur,Lanus,Lanus,,,26,,2026-01-01,07:28:49
-34.6324,-58.4472,21,baja,Edesur,Capital,Parque Chacabuco,,,62,,2026-01-01,07:28:49
-34.6019,-58.4335,21,baja,Edesur,Capital,Villa Crespo,,,15,,2026-01-01,07:28:49
-34.6072,-58.4122,21,baja,Edesur,Capital,Balvanera,,,7,,2026-01-01,07:28:49
-34.7183,-58.3324,21,baja,Edesur,Avellaneda,Wilde,,,20,,2026-01-01,07:28:49
-34.7201,-58.3608,21,baja,Edesur,Lanus,Monte Chingolo,,,11,,2026-01-01,07:28:49
-34.7305,-58.4315,21,baja,Edesur,Lomas De Zamora,Villa Centenario,,,7,,2026-01-01,07:28:49
-34.6145,-58.4193,21,baja,Edesur,Capital,Almagro,,,11,,2026-01-01,07:28:49
-34.6211,-58.4354,21,baja,Edesur,Capital,Caballito,,,33,,2026-01-01,07:28:49
-34.6329,-58.5174,21,baja,Edesur,Capital,Versalles,,,36,,2026-01-01,07:28:49
-34.6136,-58.4478,21,baja,Edesur,Capital,Caballito,,,7,,2026-01-01,07:28:49
-34.6288,-58.5087,21,baja,Edesur,Capital,Villa Luro,,,36,,2026-01-01,07:28:49
-35.0813,-58.774,21,baja,Edesur,Cañuelas,Cañuelas,,,6,,2026-01-01,07:28:49
-34.7875,-58.2893,21,baja,Edesur,Florencio Varela,Florencio Varela,,,17,,2026-01-01,07:28:49
-34.7789,-58.493,21,baja,Edesur,Esteban Echeverria,9 De Abril,,,1,,2026-01-01,07:28:49
-34.6274,-58.4291,21,baja,Edesur,Capital,Parque Chacabuco,,,23,,2026-01-01,07:28:49
-34.6798,-58.3366,21,baja,Edesur,Avellaneda,Sarandi,,,2,,2026-01-01,07:28:49
-34.7154,-58.4249,21,baja,Edesur,Lanus,Remedios De Escalada,,,18,,2026-01-01,07:28:49
-34.6025,-58.4859,21,baja,Edesur,Capital,Villa Del Parque,,,18,,2026-01-01,07:28:49
-34.5975,-58.4904,21,baja,Edesur,Capital,Villa Del Parque,,,7,,2026-01-01,07:28:49
-34.8938,-58.5417,21,baja,Edesur,Ezeiza,Barrio La Union,,,3,,2026-01-01,07:28:49
-34.6222,-58.4992,21,baja,Edesur,Capital,Velez Sarfield,,,1,,2026-01-01,07:28:49
-34.8059,-58.4447,21,baja,Edesur,Esteban Echeverria,Luis Guillon,,,1,,2026-01-01,07:28:49
-34.6599,-58.5095,21,baja,Edesur,Capital,Mataderos,,,11,,2026-01-01,07:28:49
-34.6298,-58.3753,21,baja,Edesur,Capital,Barracas,,,22,,2026-01-01,07:28:49
-34.6845,-58.4648,21,baja,Edesur,Capital,Villa Lugano,,,2,,2026-01-01,07:28:49
-34.6207,-58.5126,21,baja,Edesur,Capital,Capital,,,3,,2026-01-01,07:28:49
-34.6921,-58.368,21,baja,Edesur,Avellaneda,Sarandi,,,5,,2026-01-01,07:28:49
-34.7064,-58.3944,21,baja,Edesur,Lanus,Lanus,,,1,,2026-01-01,07:28:49
-34.7843,-58.2884,21,baja,Edesur,Florencio Varela,Florencio Varela,,,2,,2026-01-01,07:28:49
-34.725,-58.4465,21,baja,Edesur,Lomas De Zamora,Ingeniero Budge,,,1,,2026-01-01,07:28:49
-34.6021,-58.469,21,baja,Edesur,Capital,Villa General Mitre,,,4,,2026-01-01,07:28:49
-34.7351,-58.2477,21,baja,Edesur,Quilmes,Quilmes,,,3,,2026-01-01,07:28:49
-34.6637,-58.3649,21,baja,Edesur,Avellaneda,Avellaneda,,,1,,2026-01-01,07:28:49
-34.604606685,-58.372094958,11,media,Edesur,Capital Rp,San Nicolas,Rivadavia,R:022-1-08/022-1-08,15,2026-01-01 07:27,2026-01-01,09:32:06
-34.604631490,-58.372520564,11,media,Edesur,Capital Rp,San Nicolas,Rivadavia,R:022-1-08/022-1-08,13,2026-01-01 07:27,2026-01-01,09:32:06
-34.604618992,-58.372306118,11,media,Edesur,Capital Rp,San Nicolas,Rivadavia,R:022-1-08/022-1-08,1,2026-01-01 07:27,2026-01-01,09:32:06
-34.608001306,-58.374641216,11,media,Edesur,Capital Rp,San Nicolas,Rivadavia,R:022-3-21/022-3-21,3,2026-01-01 10:53,2026-01-01,09:32:06
-34.614918085,-58.429753387,11,media,Edesur,Capital Gp,Almagro,Independencia,R:020-2-24/020-2-24,396,2026-01-01 12:09,2026-01-01,09:32:06
-34.604905413,-58.373740874,11,media,Edesur,Capital Rp,San Nicolas,Rivadavia,N:022-1-07/022-1-07,1,2026-01-01 11:13,2026-01-01,09:32:06
-34.605107595,-58.373856150,11,media,Edesur,Capital Rp,San Nicolas,Rivadavia,N:022-1-07/022-1-07,2,2026-01-01 11:13,2026-01-01,09:32:06
-34.604180792,-58.371824311,11,media,Edesur,Capital Rp,San Nicolas,Rivadavia,N:022-1-07/022-1-07,1,2026-01-01 11:13,2026-01-01,09:32:06
-34.604195113,-58.372068028,11,media,Edesur,Capital Rp,San Nicolas,Rivadavia,N:022-1-07/022-1-07,19,2026-01-01 11:13,2026-01-01,09:32:06
-34.604205548,-58.372245625,11,media,Edesur,Capital Rp,San Nicolas,Rivadavia,N:022-1-07/022-1-07,1,2026-01-01 11:13,2026-01-01,09:32:06
-34.605237098,-58.374349175,11,media,Edesur,Capital Rp,San Nicolas,Rivadavia,N:022-1-07/022-1-07,23,2026-01-01 11:13,2026-01-01,09:32:06
-34.601243245,-58.496373333,11,media,Edesur,Capital Gp,Villa Del Parque,Devoto,R:027-2-13/027-2-13,94,2026-01-01 06:29,2026-01-01,09:32:06
-34.756198149,-58.431298042,11,media,Edesur,Lomas De Zamora,Lomas De Zamora,Santa Catalina,R:182-2-22/182-2-22,404,Sin Datos,2026-01-01,09:32:06
-34.737676409,-58.401123508,11,media,Edesur,Lomas De Zamora,Zona Rural,Escalada,R:087-2-2526/087-2-2526,152,2026-01-01 09:14,2026-01-01,09:32:06
-34.730650299,-58.407997077,11,media,Edesur,Lanus,Remedios De Escalada,Escalada,R:087-2-2526/087-2-2526,306,2026-01-01 09:14,2026-01-01,09:32:06
-34.726708401,-58.409500968,11,media,Edesur,Lanus,Remedios De Escalada,Escalada,R:087-2-2526/087-2-2526,457,2026-01-01 09:14,2026-01-01,09:32:06
-34.724378242,-58.404255517,11,media,Edesur,Lanus,Remedios De Escalada,Escalada,R:087-2-2526/087-2-2526,696,2026-01-01 09:14,2026-01-01,09:32:06
-34.731676958,-58.412249380,11,media,Edesur,Lanus,Remedios De Escalada,Escalada,R:087-2-2526/087-2-2526,413,2026-01-01 09:14,2026-01-01,09:32:06
-34.729277040,-58.410438254,11,media,Edesur,Lanus,Remedios De Escalada,Escalada,R:087-2-2526/087-2-2526,354,2026-01-01 09:14,2026-01-01,09:32:06
-34.725012260,-58.404967186,11,media,Edesur,Lanus,Remedios De Escalada,Escalada,R:087-2-2526/087-2-2526,1,2026-01-01 09:14,2026-01-01,09:32:06
-34.601856219,-58.371925744,11,media,Edesur,Capital Rp,San Nicolas,Reconquista,R:211-2-13/211-2-13,207,2026-01-01 09:10,2026-01-01,09:32:06
-34.601894964,-58.372507795,11,media,Edesur,Capital Rp,San Nicolas,Reconquista,R:211-2-13/211-2-13,26,2026-01-01 09:10,2026-01-01,09:32:06
-34.602385060,-58.371721762,11,media,Edesur,Capital Rp,San Nicolas,Reconquista,R:211-2-13/211-2-13,2,2026-01-01 09:10,2026-01-01,09:32:06
-34.601797508,-58.371772256,11,media,Edesur,Capital Rp,San Nicolas,Reconquista,R:211-2-13/211-2-13,33,2026-01-01 09:10,2026-01-01,09:32:06
-34.601825610,-58.371769868,11,media,Edesur,Capital Rp,San Nicolas,Reconquista,R:211-2-13/211-2-13,1,2026-01-01 09:10,2026-01-01,09:32:06
-34.601560007,-58.371792439,11,media,Edesur,Capital Rp,San Nicolas,Reconquista,R:211-2-13/211-2-13,1,2026-01-01 09:10,2026-01-01,09:32:06
-34.746609189,-58.484211463,11,media,Edesur,Esteban Echeverria,9 De Abril,Transradio,R:281-4-42/281-4-42,252,2026-01-01 09:13,2026-01-01,09:32:06
-34.742215894,-58.483995166,11,media,Edesur,Lomas De Zamora,Zona Rural,Transradio,R:281-4-42/281-4-42,66,2026-01-01 09:13,2026-01-01,09:32:06
-34.745425138,-58.481761926,11,media,Edesur,Lomas De Zamora,Ingeniero Budge,Transradio,R:281-4-42/281-4-42,37,2026-01-01 09:13,2026-01-01,09:32:06
-34.745747663,-58.483755417,11,media,Edesur,Lomas De Zamora,Zona Rural,Transradio,R:281-4-42/281-4-42,19,2026-01-01 09:13,2026-01-01,09:32:06
-34.745436180,-58.483988265,11,media,Edesur,Lomas De Zamora,Zona Rural,Transradio,R:281-4-42/281-4-42,20,2026-01-01 09:13,2026-01-01,09:32:06
-34.745107895,-58.484232623,11,media,Edesur,Lomas De Zamora,Zona Rural,Transradio,R:281-4-42/281-4-42,6,2026-01-01 09:13,2026-01-01,09:32:06
-34.744627325,-58.482284952,11,media,Edesur,Lomas De Zamora,Ingeniero Budge,Transradio,R:281-4-42/281-4-42,64,2026-01-01 09:13,2026-01-01,09:32:06
-34.694589791,-58.402669093,11,media,Edesur,Lanus,Lanus Oeste,Gerli,R:186-1-12/186-1-12,1,2026-01-01 12:04,2026-01-01,09:32:06
-34.603661277,-58.400175834,11,media,Edesur,Capital Rp,Balvanera Rp,Once,R:113-1-14/113-1-14,165,2026-01-01 07:51,2026-01-01,09:32:06
-34.603689409,-58.400174060,11,media,Edesur,Capital Rp,Balvanera Rp,Once,R:113-1-14/113-1-14,80,2026-01-01 07:51,2026-01-01,09:32:06
-34.603634343,-58.400165867,11,media,Edesur,Capital Rp,Balvanera Rp,Once,R:113-1-14/113-1-14,238,2026-01-01 07:51,2026-01-01,09:32:06
-34.665735007,-58.412217540,11,media,Edesur,Lanus,Valentin Alsina,Gerli,R:186-4-48/186-4-48,270,2026-01-01 06:37,2026-01-01,09:32:06
-34.710302870,-58.406706710,11,media,Edesur,Lanus,Lanus Oeste,Gerli,R:186-4-48/186-4-48,816,2026-01-01 06:37,2026-01-01,09:32:06
-34.670201771,-58.418540558,11,media,Edesur,Lanus,Valentin Alsina,Gerli,R:186-4-48/186-4-48,7,2026-01-01 06:37,2026-01-01,09:32:06
-34.669713278,-58.416384379,11,media,Edesur,Lanus,Valentin Alsina,Gerli,R:186-4-48/186-4-48,251,2026-01-01 06:37,2026-01-01,09:32:06
-34.669217898,-58.401204876,11,media,Edesur,Lanus,Valentin Alsina,Gerli,R:186-4-48/186-4-48,320,2026-01-01 06:37,2026-01-01,09:32:06
-34.619662043,-58.436350953,11,media,Edesur,Capital Rp,Caballito Rp,Caballito,R:122-2-23/122-2-23,470,2026-01-01 13:05,2026-01-01,09:32:06
-34.619849392,-58.436989995,11,media,Edesur,Capital Rp,Caballito Rp,Caballito,R:122-2-23/122-2-23,307,2026-01-01 13:05,2026-01-01,09:32:06
-34.619762818,-58.436374536,11,media,Edesur,Capital Rp,Caballito Rp,Caballito,R:122-2-23/122-2-23,40,2026-01-01 13:05,2026-01-01,09:32:06
-34.621281219,-58.436851756,11,media,Edesur,Capital Rp,Caballito Rp,Caballito,R:122-2-23/122-2-23,796,2026-01-01 13:05,2026-01-01,09:32:06
-34.621729527,-58.437331610,11,media,Edesur,Capital Rp,Caballito Rp,Caballito,R:122-2-23/122-2-23,23,2026-01-01 13:05,2026-01-01,09:32:06
-34.694110604,-58.611484122,12,media,Edenor,La Matanza,Rafael Castillo,S/D,R:Casanova/63-Tr2/63-5523,230,Sin Datos,2026-01-01,09:32:06
-34.695283354,-58.612785970,12,media,Edenor,La Matanza,Rafael Castillo,S/D,R:Casanova/63-Tr2/63-5523,555,2026-01-01 09:00,2026-01-01,09:32:06
-34.697791644,-58.610348483,12,media,Edenor,La Matanza,Rafael Castillo,S/D,R:Casanova/63-Tr2/63-5523,404,2026-01-01 09:00,2026-01-01,09:32:06
-34.769092392,-58.588051776,12,media,Edenor,La Matanza,Gregorio De Laferrere,S/D,R:Altos/272-Tr2/272-5531,279,Sin Datos,2026-01-01,09:32:06
-34.770983323,-58.585689067,12,media,Edenor,La Matanza,Gregorio De Laferrere,S/D,R:Altos/272-Tr2/272-5531,389,Sin Datos,2026-01-01,09:32:06
-34.576127910,-58.436011041,12,media,Edenor,Capital Federal,Palermo,S/D,R:Colegiales/46-Tr3/46-5534,400,2026-01-01 08:00,2026-01-01,09:32:06
-34.6517,-58.6864,22,baja,Edenor,Ituzaingo,Ituzaingo,,,4,,2026-01-01,09:32:06
-34.447,-58.6845,22,baja,Edenor,Tigre,Ricardo Rojas,,,23,,2026-01-01,09:32:06
-34.6988,-58.4804,22,baja,Edenor,La Matanza,Villa Madero,,,13,,2026-01-01,09:32:06
-34.7014,-58.4999,22,baja,Edenor,La Matanza,Villa Madero,,,0,,2026-01-01,09:32:06
-34.6692,-58.5785,22,baja,Edenor,La Matanza,Villa Luzuriaga,,,6,,2026-01-01,09:32:06
-34.7044,-58.7013,22,baja,Edenor,Merlo,Libertad,,,23,,2026-01-01,09:32:06
-34.6216,-58.817,22,baja,Edenor,Moreno,La Reja,,,7,,2026-01-01,09:32:06
-34.5677,-58.4412,22,baja,Edenor,Capital Federal,Palermo,,,5,,2026-01-01,09:32:06
-34.4889,-58.8438,22,baja,Edenor,Pilar,Pte Derqui,,,18,,2026-01-01,09:32:06
-34.3478,-58.7817,22,baja,Edenor,Escobar,Escobar,,,10,,2026-01-01,09:32:06
-34.6367,-58.7086,22,baja,Edenor,Ituzaingo,Ituzaingo,,,14,,2026-01-01,09:32:06
-34.5692,-58.4573,22,baja,Edenor,Capital Federal,Belgrano,,,28,,2026-01-01,09:32:06
-34.6975,-58.5116,22,baja,Edenor,La Matanza,Tapiales,,,7,,2026-01-01,09:32:06
-34.6036,-58.6491,22,baja,Edenor,Hurlingham,Hurlingham,,,37,,2026-01-01,09:32:06
-34.5467,-58.4732,22,baja,Edenor,Capital Federal,Saavedra,,,4,,2026-01-01,09:32:06
-34.4574,-58.8847,22,baja,Edenor,Pilar,Pilar,,,15,,2026-01-01,09:32:06
-34.6715,-58.716,22,baja,Edenor,Merlo,Merlo,,,20,,2026-01-01,09:32:06
-34.7018,-58.7091,22,baja,Edenor,Merlo,Libertad,,,5,,2026-01-01,09:32:06
-34.6902,-58.634,22,baja,Edenor,Moron,Moron,,,49,,2026-01-01,09:32:06
-34.6768,-58.7742,22,baja,Edenor,Merlo,Merlo,,,32,,2026-01-01,09:32:06
-34.7025,-58.4861,22,baja,Edenor,La Matanza,Villa Madero,,,6,,2026-01-01,09:32:06
-34.7153,-58.7468,22,baja,Edenor,Merlo,Merlo,,,14,,2026-01-01,09:32:06
-34.485,-58.8872,22,baja,Edenor,Pilar,Villa Astolfi,,,14,,2026-01-01,09:32:06
-34.7147,-58.5652,22,baja,Edenor,La Matanza,Isidro Casanova,,,25,,2026-01-01,09:32:06
-34.48,-58.8862,22,baja,Edenor,Pilar,Villa Astolfi,,,33,,2026-01-01,09:32:06
-34.6503,-58.6881,22,baja,Edenor,Ituzaingo,Ituzaingo,,,20,,2026-01-01,09:32:06
-34.3705,-58.6759,22,baja,Edenor,Tigre,Dique Lujan,,,39,,2026-01-01,09:32:06
-34.5,-58.7239,22,baja,Edenor,Malvinas Argentinas,Grand Bourg,,,2,,2026-01-01,09:32:06
-34.5929,-58.9065,22,baja,Edenor,Gral Rodriguez,Gral Rodriguez,,,16,,2026-01-01,09:32:06
-34.3209,-58.7639,22,baja,Edenor,Escobar,Escobar,,,4,,2026-01-01,09:32:06
-34.662,-58.5288,22,baja,Edenor,La Matanza,Lomas Del Mirador,,,19,,2026-01-01,09:32:06
-34.6822,-58.8285,22,baja,Edenor,Moreno,La Reja,,,66,,2026-01-01,09:32:06
-34.6321,-58.8836,22,baja,Edenor,Gral Rodriguez,Gral Rodriguez,,,22,,2026-01-01,09:32:06
-34.7229,-58.7388,22,baja,Edenor,Merlo,Pontevedra,,,41,,2026-01-01,09:32:06
-34.6785,-58.6673,22,baja,Edenor,Ituzaingo,Ituzaingo,,,222,,2026-01-01,09:32:06
-34.5664,-58.7578,22,baja,Edenor,San Miguel,San Miguel,,,13,,2026-01-01,09:32:06
-34.6078,-58.7378,22,baja,Edenor,Moreno,Trujui,,,19,,2026-01-01,09:32:06
-34.5924,-58.719,22,baja,Edenor,San Miguel,Bella Vista,,,71,,2026-01-01,09:32:06
-34.724,-58.5624,22,baja,Edenor,La Matanza,Ciudad Evita,,,26,,2026-01-01,09:32:06
-34.5887,-58.7468,22,baja,Edenor,Moreno,Trujui,,,19,,2026-01-01,09:32:06
-34.606,-58.5585,22,baja,Edenor,3 De Febrero,Caseros,,,4,,2026-01-01,09:32:06
-34.6502,-58.766,22,baja,Edenor,Moreno,Paso Del Rey,,,16,,2026-01-01,09:32:06
-34.5181,-58.4897,22,baja,Edenor,Vicente Lopez,Olivos,,,35,,2026-01-01,09:32:06
-34.7151,-58.7904,22,baja,Edenor,Merlo,Mariano Acosta,,,4,,2026-01-01,09:32:06
